投诉编号,投诉品牌,投诉车系,投诉车型,问题简述,典型问题,投诉时间,投诉状态
567107,北京现代,悦纳,2020款 1.4L 手动 炫酷版GLS,北京现代悦纳松刹车的时候有异响,制动系统异响,2021-01-24,处理反馈
567106,上汽大众,途观L,2017款 330TSI 两驱 舒适版,上汽大众途观L变速箱机电单元故障,变速器电脑板故障,2021-01-24,处理反馈
567104,一汽丰田,亚洲龙,2019款 2.0L XLE 尊享版 国VI,一汽丰田亚洲龙变速箱故障灯报警,变速器故障灯亮,2021-01-24,处理反馈
567102,马自达（进口）,马自达CX-3,2018款 2.0L 尊贵型,进口马自达CX-3车辆发生自燃要求解决,车身附件及电器车辆自燃,2021-01-24,信息审核
567098,比亚迪,比亚迪S7,2017款 2.0T 自动 尊荣型,比亚迪S7中控黑屏希望尽快得到处理,车身附件及电器影音系统故障,2021-01-24,用户评分
567095,广汽丰田,凯美瑞,2007款 240E 2.4 自动 精英版,广汽丰田凯美瑞仪表台开裂软化出油反光,车身附件及电器仪表台开裂,2021-01-24,处理反馈
567092,广汽本田,雅阁,2018款 260TURBO 豪华版 国VI,广汽本田雅阁经销商承诺优惠券未兑现,承诺不兑现销售承诺不兑现,2021-01-24,处理反馈
567090,吉利汽车,博越,2016款 1.8TD 自动 两驱 智尚型,吉利博越原地挂D挡延迟顿挫 变速箱换挡抖动,变速器顿挫变速器抖动,2021-01-24,用户评分
567089,吉利汽车,熊猫,2011款 1.0L 手动 舒适型Ⅱ,吉利熊猫底盘生锈严重影响安全行驶,车身附件及电器车身生锈,2021-01-24,处理反馈
567085,东风标致,标致3008,2015款 2.0L 自动 潮流版,东风标致3008油表不准 加油跳枪,车身附件及电器油箱有缺陷,2021-01-24,处理反馈
567084,沃尔沃亚太,沃尔沃S60,2021款 T4 智逸豪华版,亚太沃尔沃S60怠速和低速行驶时共振严重,车身附件及电器车身共振服务态度不解决问题,2021-01-24,用户评分
567083,上汽通用别克,凯越,2013款 1.5L 自动 尊享型,别克凯越仪表台副驾安全气囊盖开裂翘起,车身附件及电器仪表台开裂,2021-01-24,处理反馈
567080,上汽大众,凌渡,2019款 230TSI DSG 风尚版 国V,上汽大众凌渡电瓶亏电经销商不予解决,车身附件及电器电瓶故障服务态度不解决问题,2021-01-24,处理反馈
567079,广汽丰田,汉兰达,2015款 2.0T 四驱 豪华版 7座,广汽丰田汉兰达发动机故障报警要求解决,发动机故障灯亮,2021-01-24,用户评分
567078,长安汽车,长安CS75 PLUS,2020款 2.0T 自动 领航型,长安CS75 PLUS挡位挂到P挡后无法换挡,变速器无法换挡,2021-01-24,处理反馈
567077,上汽大众,帕萨特,2016款 330TSI DSG 尊荣版,上汽大众帕萨特变速箱机电控制单元故障,变速器电脑板故障变速器跳挡,2021-01-24,用户评分
567076,北京现代,名图,2017款 1.8L 自动 智能型 GLS 国V,北京现代名图更换液压顶后发动机异响未解决,发动机异响服务态度不解决问题,2021-01-24,处理反馈
567074,吉利汽车,星越,2019款 300T 耀星者,吉利星越行驶时车机死机黑屏要求解决,车身附件及电器影音系统故障车身附件及电器车载互联故障,2021-01-24,用户评分
567071,奇瑞汽车,艾瑞泽5,2016款 1.5L 手动 领跑版,奇瑞艾瑞泽5车身多处生锈厂家不予索赔,车身附件及电器车身生锈,2021-01-24,用户评分
567069,吉利汽车,缤瑞,2018款 200T DCT 缤耀版,吉利缤瑞更换非原厂配件无维修记录,人员技术操作不规范配件争议无零配件,2021-01-24,处理反馈
567068,北京现代,索纳塔,2020款 270TGDi GLS DCT 精英版,北京现代索纳塔方向盘变速箱天窗饰板异响,变速器异响转向系统异响车身附件及电器天窗异响,2021-01-24,用户评分
567067,比亚迪,唐新能源,2021款 DM 2.0T 四驱 高性能版 创世旗舰型,比亚迪唐新能源赠送保养承诺不兑现,承诺不兑现销售承诺不兑现,2021-01-24,处理反馈
567066,北京现代,途胜,2020款 280TGDi 双离合 两驱 智联版 国VI,北京现代途胜变速箱异响顿挫希望处理,变速器异响变速器顿挫,2021-01-24,处理反馈
567065,吉利汽车,博瑞,2015款 1.8T 舒适型,吉利博瑞后视镜漏水导致车门生锈,车身附件及电器车身漏水,2021-01-24,处理反馈
567064,广汽丰田,凯美瑞,2016款 2.0G 自动 十周年纪念领先版,广汽丰田凯美瑞左右半轴同时出现漏油,前后桥及悬挂系统半轴渗油,2021-01-24,处理反馈
567061,长城汽车,哈弗H2s,2017款 1.5T 自动 精英型 红标,哈弗H2s副驾中控台鼓包及异响希望处理,车身附件及电器仪表台开裂车身附件及电器中控台异响,2021-01-24,处理反馈
567059,长安凯程,长安神骐T20,2019款 1.5L 单排 DAM15KR 国VI,长安神骐T20后桥油封漏油希望处理,前后桥及悬挂系统差速器漏油,2021-01-24,信息审核
567058,长安福特,翼搏,2013款 1.5 自动 风尚型,长安福特翼搏离合器故障挂不上挡,离合器离合器失效,2021-01-24,处理反馈
567055,上汽通用凯迪拉克,凯迪拉克XT4,2021款 28T 两驱 领先型,凯迪拉克XT4车身漆面存在异物影响美观,车身附件及电器漆面起泡开裂,2021-01-24,用户评分
567053,一汽-大众奥迪,奥迪Q5L,2020款 45 TFSI 尊享时尚型,一汽大众奥迪Q5L中控异响严重希望处理,车身附件及电器中控台异响,2021-01-24,用户评分
567052,福汽新龙马,启腾N50EV,2020款 标准厢货版,福汽启腾N50EV电池续航里程不足,车身附件及电器续航里程不准,2021-01-24,信息审核
567050,东风本田,本田XR-V,2015款 1.5L LXi CVT经典版,东风本田XR-V ABS泵异响希望尽快处理,制动系统ABS故障,2021-01-24,处理反馈
567049,广汽乘用车,传祺GS5,2019款 270T 自动 尊享版,广汽传祺GS5变速箱顿挫希望处理,变速器顿挫,2021-01-24,处理反馈
567047,上汽通用凯迪拉克,凯迪拉克ATS-L,2016款 28T 时尚型,凯迪拉克ATS-L变速箱抖动 中控屏幕失灵,变速器抖动车身附件及电器影音系统故障,2021-01-24,处理反馈
567046,一汽丰田,卡罗拉,2021款 1.2T S-CVT 先锋版,一汽丰田卡罗拉销售承诺不兑现希望处理,承诺不兑现销售承诺不兑现,2021-01-24,用户评分
567045,吉利汽车,缤越,2019款 260T DCT 游侠 国VI,吉利缤越方向盘抖动 刹车底盘异响 玻璃漏风,变速器异响转向系统抖动制动系统异响车身附件及电器门窗漏风,2021-01-24,处理反馈
567044,一汽-大众,迈腾,2012款 1.8TSI 豪华型,一汽大众迈腾冷车启动时抖动故障灯亮,发动机抖动发动机故障灯亮,2021-01-24,处理反馈
567043,一汽奔腾,奔腾T77,2019款 230 TID 自动 尊享型 国VI,一汽奔腾T77仪表花屏无配件希望处理,车身附件及电器仪表故障配件争议无零配件,2021-01-24,处理反馈
567042,广汽本田,冠道,2017款 370TURBO 自动 四驱 至尊版,广汽本田冠道手刹无法释放希望处理,制动系统手刹故障,2021-01-24,处理反馈
567040,吉利汽车,缤越,2019款 260T DCT 骑士 国VI,吉利缤越经销商赠送保养承诺未兑现,承诺不兑现销售承诺不兑现,2021-01-24,处理反馈
567034,上汽通用雪佛兰,迈锐宝,2018款 530T 风尚版,雪佛兰迈锐宝经销商赠送保养承诺未兑现,承诺不兑现销售承诺不兑现,2021-01-24,用户评分
567032,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动后风挡加热失灵要求解决,车身附件及电器电路故障,2021-01-24,处理反馈
567030,东风日产,逍客,2019款 2.0L CVT 智享版,东风日产逍客发动机和侧滑故障报警加速无力,发动机故障灯亮发动机噪音大发动机动力消失车身附件及电器行车安全辅助系统故障,2021-01-24,用户评分
567029,广汽本田,雅阁,2018款 260TURBO 精英版 国V,广汽本田雅阁方向盘高速变轻转向虚位,变速器漏油转向系统方向盘自由间隙过大,2021-01-24,用户评分
567028,广汽丰田,凯美瑞,2018款 2.5G 自动 豪华版,广汽丰田凯美瑞车机互联故障一直未解决,车身附件及电器车载互联故障,2021-01-24,处理反馈
567025,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4车身多处异响希望处理,车身附件及电器车身异响,2021-01-24,用户评分
567024,吉利汽车,帝豪,2019款 领军版 1.5L 手动 向上互联型 国V,吉利帝豪前轮车胎外侧严重吃胎要求处理,前后桥及悬挂系统吃胎偏磨,2021-01-24,处理反馈
567023,吉利汽车,缤越,2019款 260T DCT 骑士 国VI,吉利缤越供油管路出现开裂希望处理,车身附件及电器部件开裂,2021-01-24,用户评分
567022,上汽集团,荣威RX3,2018款 1.6L 手动 旗舰版,上汽荣威RX3经销商疑似出售问题车,销售欺诈出售问题车,2021-01-24,用户评分
567021,长城汽车,哈弗H7,2021款 2.0T 悦享型,哈弗H7倒车雷达报警 倒车影像故障,车身附件及电器影音系统故障车身附件及电器倒车雷达失灵,2021-01-24,用户评分
567020,上汽通用雪佛兰,创酷,2014款 1.4T 手动 两驱 舒适型 5座,雪佛兰创酷正时链条故障希望尽快处理,发动机正时链条及齿轮故障,2021-01-24,处理反馈
567019,一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 智尚版 国V,一汽丰田RAV4转向机卡滞异响希望处理,转向系统异响转向系统卡滞,2021-01-24,处理反馈
567018,东风标致,标致308S,2015款 1.6T 自动 劲驰版,东风标致308S发动机故障灯亮 动力不足,发动机故障灯亮发动机功率不足,2021-01-24,处理反馈
567017,一汽-大众奥迪,奥迪Q5,2017款 Plus 40 TFSI 技术型,一汽大众奥迪Q5节温器漏防冻液希望处理,发动机漏防冻液,2021-01-24,信息审核
567014,上汽集团,荣威i5,2020款 1.5L 自动 4G互联领豪旗舰版,上汽荣威i5雨刷器异响希望尽快处理,车身附件及电器雨刮器故障,2021-01-24,用户评分
567012,一汽丰田,亚洲龙,2019款 双擎 2.5L 豪华版 国Ⅵ,一汽丰田亚洲龙机油增多乳化希望处理,发动机机油增多发动机机油乳化,2021-01-24,处理反馈
567011,奇瑞汽车,瑞虎7,2016款 2.0L CVT 耀臻版,奇瑞瑞虎7变速箱故障导致无法加速,变速器无法加速,2021-01-24,处理反馈
567008,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳车辆倒车和启步时异响,发动机异响,2021-01-24,用户评分
567007,BEIJING汽车,绅宝D50,2018款 1.5L CVT 尊享智联版,绅宝D50电子驻车系统故障报警4S店不予质保,制动系统故障灯亮制动系统手刹故障服务态度不予索赔,2021-01-24,用户评分
567006,东风日产,启辰星,2020款 260T 自动 星尚版,东风启辰星发动机故障灯亮动力消失中控黑屏,发动机故障灯亮发动机动力消失车身附件及电器影音系统故障,2021-01-24,信息审核
567005,一汽-大众,速腾,2018款 1.6L 自动 舒适型,一汽大众速腾变速箱换挡顿挫 底盘异响,变速器顿挫前后桥及悬挂系统底盘异响车身附件及电器座椅故障,2021-01-24,处理反馈
567004,奇瑞汽车,捷途X70 PLUS,2021款 1.5T DCT 山 5座,捷途X70 PLUS大灯散光 显示屏触摸失灵,车身附件及电器影音系统故障车身附件及电器车载互联故障车身附件及电器车灯不亮,2021-01-24,处理反馈
567003,东风本田,本田XR-V,2017款 1.8L EXi CVT 舒适版,东风本田XR-V优科豪马轮胎损坏要求解决,轮胎开裂,2021-01-24,处理反馈
567002,奇瑞汽车,风云2,2013款 1.5L 手动 快意版 两厢,奇瑞风云2后保险杠4S店无配件要求尽快解决,配件争议无零配件,2021-01-24,处理反馈
567000,长安汽车,逸动,2020款 PLUS 蓝鲸NE 1.4T GDI DCT 旗舰型,长安逸动雨刮器异响 厂家保养赠送未兑现,车身附件及电器雨刮器故障承诺不兑现销售承诺不兑现,2021-01-24,处理反馈
566997,东风标致,标致408,2011款 1.6 自动 舒适版,东风标致408变速箱故障报警无法提速,变速器故障灯亮变速器无法加速,2021-01-24,处理反馈
566996,上汽通用五菱,宝骏560,2015款 1.8L 手动 豪华型,宝骏560冷启动异响厂家和经销商推诿不解决,发动机异响服务态度不解决问题服务态度互相推诿,2021-01-24,处理反馈
566994,吉利汽车,帝豪GS,2018款 1.8L 自动 运动版 领尚型,吉利帝豪GS气囊故障报警4S店未告知加装电阻,车身附件及电器气囊故障服务流程不完善未经同意维修,2021-01-24,处理反馈
566993,一汽-大众,迈腾,2019款 280TSI DSG 舒适型 国VI,一汽大众迈腾刹车盘异常磨损抖动异响,制动系统异响制动系统抖动制动系统异常磨损制动系统刹车盘问题,2021-01-24,处理反馈
566990,一汽-大众奥迪,奥迪Q2L,2018款 35TFSI 上市专享版 国Ⅵ,一汽大众奥迪Q2L发动机机油灯报警 烧机油,发动机故障灯亮发动机烧机油,2021-01-24,信息审核
566988,一汽丰田,RAV4荣放,2019款 2.0L CVT 两驱 风尚X 限量版 国VI,一汽丰田RAV4荣放厂家赠送保养与宣传不符,服务态度厂家不回复销售欺诈与宣传不符,2021-01-24,用户评分
566987,一汽-大众奥迪,奥迪A6L,2020款 40 TFSI 豪华动感型,一汽大众奥迪A6L怠速抖动 大灯故障报警,发动机抖动车身附件及电器车灯模块故障,2021-01-24,信息审核
566985,东风小康,风光580,2016款 1.5T CVT 豪华型 改款,东风风光580全车异响 电池经常亏电,车身附件及电器电瓶故障车身附件及电器车身异响,2021-01-24,处理反馈
566983,奇瑞捷豹路虎,捷豹XEL,2020款 2.0T 200PS R-DYNAMIC S进取运动版,奇瑞捷豹路虎捷豹XEL行驶变速箱卡顿,变速器顿挫,2021-01-24,处理反馈
566982,广汽乘用车,传祺GS4,2015款 200T G-DCT 豪华版,广汽传祺GS4两前下支臂胶套有开裂现象,前后桥及悬挂系统下摆臂故障,2021-01-24,用户评分
566980,上汽通用凯迪拉克,凯迪拉克CT6,2017款 28T 豪华型,凯迪拉克CT6行驶时车身共振抖动异响,车身附件及电器车身异响车身附件及电器车身共振,2021-01-24,处理反馈
566978,一汽丰田,RAV4荣放,2020款 双擎 2.5L CVT 四驱 精英PLUS版,一汽丰田RAV4荣放发动机机油增多乳化,发动机机油增多发动机机油乳化,2021-01-24,处理反馈
566976,华晨宝马,宝马X1,2016款 sDrive18Li 时尚型,华晨宝马X1后减震缓冲块生锈要求解决,车身附件及电器车身生锈,2021-01-24,信息审核
566974,一汽-大众,迈腾,2019款 330TSI DSG 领先型 国V,一汽大众迈腾出风口异响厂家不给予解决,车身附件及电器车内异响服务态度不解决问题,2021-01-24,处理反馈
566973,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越发动机怠速抖动 雨刷抖动噪音大,发动机抖动车身附件及电器雨刮器故障,2021-01-24,用户评分
566972,东风日产,轩逸,2020款 1.6L XL CVT 悦享版,东风日产轩逸空调鼓风机异响厂家不予索赔,车身附件及电器空调问题服务态度不予索赔,2021-01-24,用户评分
566968,长安福特,蒙迪欧,2017款 EcoBoost 180 自动 时尚型,长安福特蒙迪欧进气歧管渗入机油要求解决,发动机漏油,2021-01-24,用户评分
566967,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,一汽大众迈腾变速箱无法升挡和挂入R挡,变速器无法换挡变速器故障灯亮,2021-01-24,处理反馈
566964,一汽红旗,红旗H5,2019款 30TD 智联灵动版,红旗H5发动机故障报警熄火后车辆无法启动,发动机故障灯亮发动机无法启动,2021-01-24,信息审核
566963,华晨宝马,宝马3系,2017款 320Li 时尚型,华晨宝马3系散热器及水管漏防冻液,发动机漏防冻液,2021-01-24,厂家受理
566960,广汽丰田,汉兰达,2018款 2.0T 四驱 豪华版 7座 国VI,广汽丰田汉兰达厂家赠送保养没有延期,承诺不兑现销售承诺不兑现,2021-01-24,处理反馈
566958,观致汽车,观致7,2020款 1.8T 巡航豪华型,观致7自动驻车故障 变速箱故障 刹车异响,变速器故障灯亮制动系统异响服务流程不完善服务网点少,2021-01-24,信息审核
566953,SWM斯威汽车,SWM斯威X7,2016款 1.5T 豪华型,斯威X7 ESC故障灯报警希望得到处理,车身附件及电器行车安全辅助系统故障,2021-01-24,处理反馈
